股票代號,股票名稱,成交金額(元),成交金額_分類
3042,晶技,433382.4,熱門
4904,遠傳,433999.5,熱門
1477,聚陽,450623.0,熱門
8103,瀚荃,457040.0,熱門
4760,勤凱,458021.5,熱門
6290,良維,462037.5,熱門
8054,安國,463495.5,熱門
8096,擎亞,463580.0,熱門
7717,萊德光電-KY,465392.0,熱門
8114,振樺電,466277.0,熱門
2233,宇隆,466552.0,熱門
3707,漢磊,470691.0,熱門
3708,上緯投控,475875.0,熱門
4768,晶呈科技,477960.0,熱門
3645,達邁,480998.7,熱門
6284,佳邦,481632.0,熱門
1773,勝一,485352.0,熱門
2645,長榮航太,489972.0,熱門
4927,泰鼎-KY,501183.80000000005,熱門
3691,碩禾,504589.5,熱門
5328,華容,508341.6,熱門
8932,智通*,509856.0,熱門
2892,第一金,510361.25,熱門
3265,台星科,514466.0,熱門
4919,新唐,516576.2,熱門
2385,群光,518959.0,熱門
6903,巨漢,521675.0,熱門
3045,台灣大,526767.5,熱門
3702,大聯大,532606.8999999999,熱門
1536,和大,532850.5,熱門
2476,鉅祥,533272.0,熱門
3236,千如,544017.6,熱門
3701,大眾控,548955.0,熱門
5222,全訊,551103.0,熱門
8069,元太,552816.0,熱門
2478,大毅,553052.0,熱門
6548,長科*,556016.2,熱門
2027,大成鋼,561135.75,熱門
2467,志聖,561295.0,熱門
9914,美利達,565706.7,熱門
6213,聯茂,567150.0,熱門
8027,鈦昇,583804.0,熱門
3006,晶豪科,585023.5,熱門
3362,先進光,585916.0,熱門
2486,一詮,586343.7999999999,熱門
4966,譜瑞-KY,586498.0,熱門
1528,恩德,591133.5499999999,熱門
6691,洋基工程,599013.0,熱門
3680,家登,600660.0,熱門
1524,耿鼎,609852.5,熱門
2395,研華,612745.0,熱門
6505,台塑化,622473.25,熱門
4938,和碩,626934.0,熱門
2495,普安,628560.0,熱門
6788,華景電,632272.0,熱門
2912,統一超,632338.0,熱門
5371,中光電,632551.5,熱門
2615,萬海,636804.0,熱門
3363,上詮,643195.0,熱門
2363,矽統,653796.0,熱門
2890,永豐金,654827.85,熱門
2610,華航,655383.2999999999,熱門
5452,佶優,678136.0,熱門
5483,中美晶,681568.0,熱門
6640,均華,697780.0,熱門
6127,九豪,698649.6,熱門
7780,大研生醫*,702827.9500000001,熱門
5351,鈺創,711838.5,熱門
3060,銘異,720675.75,熱門
2886,兆豐金,726493.7999999999,熱門
2328,廣宇,735328.8,熱門
6449,鈺邦,738611.0,熱門
2353,宏碁,743843.1,熱門
2406,國碩,744590.0,熱門
4510,高鋒,748238.4,熱門
1216,統一,748718.1,熱門
3260,威剛,757854.0,熱門
2377,微星,763869.2,熱門
2412,中華電,766614.0,熱門
6944,兆聯實業,771903.0,熱門
2474,可成,788767.5,熱門
8358,金居,802807.5,熱門
6781,AES-KY,810540.0,熱門
6869,雲豹能源,817064.0,熱門
1785,光洋科,818043.6,熱門
6472,保瑞,820512.0,熱門
4772,台特化,824172.0,熱門
3036,文曄,831897.0,熱門
3090,日電貿,835432.0,熱門
5469,瀚宇博,843597.0,熱門
1326,台化,849117.0,熱門
4533,協易機,852300.0,熱門
